,PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,2pointer_MADE,2pointer_ATTEMPTS,3pointer_MADE,3pointer_ATTEMPTS,FreeThrow_MADE,FreeThrow_ATTEMPTS,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,REBOUNDS_TOTAL,ASSISTS,STEALS,BLOCKS,TURNOVERS,PERSONAL_FOULS,POINTS,SEASON
5348,Jamaal Franklin,1991-07-21,30,San Diego State,USA,77.0,191.0,2,2013,2014,2013,2,41,1610612743,DEN,Denver,203479,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,4.0,3.0,2014
5349,Jamal Crawford,1980-03-20,42,Michigan,USA,77.0,200.0,20,2000,2019,2000,1,8,1610612746,LAC,Los Angeles,2037,332.0,839.0,119.0,364.0,227.0,252.0,18.0,106.0,124.0,158.0,59.0,14.0,92.0,108.0,1010.0,2014
5350,Jameer Nelson,1982-02-09,40,St. Joseph's (PA),USA,72.0,190.0,14,2004,2017,2004,1,20,1610612742,DAL,Dallas,2749,205.0,504.0,89.0,258.0,24.0,36.0,33.0,113.0,146.0,253.0,47.0,6.0,109.0,136.0,523.0,2014
5351,James Ennis III,1990-07-01,31,California State-Long Beach,USA,78.0,215.0,6,2014,2020,2013,2,50,1610612748,MIA,Miami,203516,101.0,247.0,31.0,95.0,79.0,94.0,51.0,125.0,176.0,48.0,25.0,17.0,39.0,89.0,312.0,2014
5352,James Harden,1989-08-26,32,Arizona State,USA,77.0,220.0,11,2009,2020,2009,1,3,1610612745,HOU,Houston,201935,647.0,1470.0,208.0,555.0,715.0,824.0,75.0,384.0,459.0,565.0,154.0,60.0,321.0,208.0,2217.0,2014
5353,James Johnson,1987-02-20,35,Wake Forest,USA,79.0,240.0,11,2009,2020,2009,1,16,1610612761,TOR,Toronto,201949,238.0,404.0,11.0,51.0,67.0,102.0,61.0,196.0,257.0,95.0,54.0,70.0,79.0,155.0,554.0,2014
5354,James Jones,1980-10-04,41,Miami,USA,80.0,218.0,14,2003,2016,2003,2,49,1610612739,CLE,Cleveland,2592,74.0,201.0,63.0,175.0,39.0,46.0,9.0,53.0,62.0,24.0,13.0,8.0,13.0,67.0,250.0,2014
5355,James Michael McAdoo,1993-01-04,29,North Carolina,USA,81.0,230.0,3,2014,2017,0,0,0,1610612744,GSW,Golden State,203949,24.0,44.0,0.0,0.0,14.0,25.0,15.0,22.0,37.0,2.0,5.0,9.0,6.0,21.0,62.0,2014
5356,James Young,1995-08-16,26,Kentucky,USA,78.0,215.0,4,2014,2017,2014,1,17,1610612738,BOS,Boston,203923,36.0,102.0,17.0,66.0,16.0,29.0,9.0,33.0,42.0,13.0,8.0,2.0,5.0,22.0,105.0,2014
5357,Jannero Pargo,1979-10-22,42,Arkansas,USA,73.0,185.0,10,2002,2014,0,0,0,1610612766,CHA,Charlotte,2457,15.0,35.0,9.0,22.0,2.0,2.0,0.0,3.0,3.0,8.0,0.0,0.0,3.0,8.0,41.0,2014
5358,Jared Cunningham,1991-05-22,31,Oregon State,USA,76.0,195.0,3,2012,2015,2012,1,24,1610612746,LAC,Los Angeles,203099,12.0,33.0,4.0,13.0,7.0,13.0,1.0,8.0,9.0,10.0,3.0,0.0,7.0,12.0,35.0,2014
5359,Jared Dudley,1985-07-10,36,Boston College,USA,78.0,237.0,13,2007,2020,2007,1,22,1610612749,MIL,Milwaukee,201162,198.0,423.0,74.0,192.0,48.0,67.0,45.0,175.0,220.0,130.0,72.0,11.0,62.0,113.0,518.0,2014
5360,Jared Sullinger,1992-03-04,30,Ohio State,USA,81.0,260.0,4,2012,2016,2012,1,21,1610612738,BOS,Boston,203096,311.0,708.0,52.0,184.0,96.0,129.0,147.0,294.0,441.0,134.0,44.0,42.0,78.0,153.0,770.0,2014
5361,Jarell Eddie,1991-10-30,30,Virginia Tech,USA,79.0,218.0,2,2015,2017,0,0,0,1610612737,ATL,Atlanta,204067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
5362,Jarnell Stokes,1994-01-07,28,Tennessee,USA,81.0,255.0,3,2014,2016,2014,2,35,1610612763,MEM,Memphis,203950,21.0,37.0,0.0,0.0,15.0,28.0,16.0,18.0,34.0,4.0,5.0,5.0,7.0,25.0,57.0,2014
5363,Jarrett Jack,1983-10-28,38,Georgia Tech,USA,75.0,200.0,13,2005,2017,2005,1,22,1610612751,BKN,Brooklyn,101127,359.0,817.0,39.0,146.0,200.0,227.0,19.0,226.0,245.0,373.0,75.0,13.0,191.0,143.0,957.0,2014
5364,Jason Maxiell,1983-02-18,39,Cincinnati,USA,79.0,260.0,9,2005,2014,2005,1,26,1610612766,CHA,Charlotte,101131,81.0,192.0,0.0,0.0,41.0,71.0,86.0,117.0,203.0,19.0,18.0,44.0,29.0,96.0,203.0,2014
5365,Jason Richardson,1981-01-20,41,Michigan State,USA,78.0,225.0,13,2001,2014,2001,1,5,1610612755,PHI,Philadelphia,2202,62.0,178.0,31.0,96.0,17.0,22.0,13.0,53.0,66.0,38.0,13.0,3.0,16.0,28.0,172.0,2014
5366,Jason Smith,1986-03-02,36,Colorado State,USA,84.0,240.0,10,2007,2018,2007,1,20,1610612752,NYK,New York,201160,257.0,592.0,15.0,42.0,127.0,153.0,98.0,226.0,324.0,140.0,32.0,44.0,104.0,205.0,656.0,2014
5367,Jason Terry,1977-09-15,44,Arizona,USA,74.0,185.0,18,1999,2017,1999,1,10,1610612745,HOU,Houston,1891,188.0,446.0,126.0,323.0,39.0,48.0,15.0,106.0,121.0,147.0,66.0,19.0,74.0,116.0,541.0,2014
5368,Jason Thompson,1986-07-21,35,Rider University,USA,83.0,250.0,8,2008,2015,2008,1,12,1610612758,SAC,Sacramento,201574,201.0,428.0,0.0,1.0,89.0,143.0,139.0,391.0,530.0,85.0,33.0,57.0,84.0,239.0,491.0,2014
5369,Jeff Adrien,1986-02-10,36,Connecticut,USA,78.07063365886896,211.14685155717208,5,2010,2014,0,0,0,1610612750,MIN,Minnesota,202399,19.0,44.0,0.0,0.0,22.0,38.0,23.0,54.0,77.0,15.0,4.0,9.0,9.0,30.0,60.0,2014
5370,Jeff Ayres,1987-04-29,35,Arizona State,USA,81.0,250.0,6,2009,2015,2009,2,31,1610612759,SAS,San Antonio,201965,55.0,95.0,0.0,0.0,27.0,36.0,37.0,80.0,117.0,14.0,8.0,8.0,26.0,60.0,137.0,2014
5371,Jeff Green,1986-08-28,35,Georgetown,USA,80.0,235.0,12,2007,2020,2007,1,5,1610612738,BOS,Boston,201145,416.0,967.0,97.0,292.0,239.0,287.0,64.0,264.0,328.0,134.0,53.0,34.0,108.0,147.0,1168.0,2014
5372,Jeff Teague,1988-06-10,33,Wake Forest,USA,75.0,195.0,11,2009,2020,2009,1,19,1610612737,ATL,Atlanta,201952,408.0,887.0,71.0,207.0,275.0,319.0,30.0,154.0,184.0,513.0,125.0,31.0,205.0,139.0,1162.0,2014
5373,Jeff Withey,1990-03-07,32,Kansas,USA,84.0,230.0,4,2013,2017,2013,2,39,1610612740,NOP,New Orleans,203481,32.0,64.0,0.0,0.0,34.0,50.0,23.0,41.0,64.0,11.0,4.0,18.0,12.0,26.0,98.0,2014
5374,Jeffery Taylor,1989-05-23,33,Vanderbilt,Sweden,78.07063365886896,211.14685155717208,2,2012,2016,2012,2,31,1610612766,CHA,Charlotte,203106,45.0,114.0,11.0,36.0,26.0,41.0,14.0,39.0,53.0,22.0,12.0,1.0,19.0,36.0,127.0,2014
5375,Jerami Grant,1994-03-12,28,Syracuse,USA,80.0,210.0,6,2014,2020,2014,2,39,1610612755,PHI,Philadelphia,203924,124.0,352.0,49.0,156.0,114.0,193.0,49.0,149.0,198.0,79.0,40.0,68.0,85.0,144.0,411.0,2014
5376,Jerel McNeal,1987-06-01,34,Marquette,USA,75.0,200.0,2,2012,2014,0,0,0,1610612756,PHX,Phoenix,202077,3.0,11.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,5.0,5.0,9.0,2014
5377,Jeremy Evans,1987-10-24,34,Western Kentucky,USA,81.0,200.0,6,2010,2017,2010,2,55,1610612762,UTA,Utah,202379,32.0,58.0,2.0,5.0,24.0,29.0,26.0,45.0,71.0,13.0,11.0,12.0,5.0,29.0,90.0,2014
5378,Jeremy Lamb,1992-05-30,30,Connecticut,USA,77.0,180.0,8,2012,2020,2012,1,12,1610612760,OKC,Oklahoma City,203087,104.0,250.0,38.0,111.0,49.0,55.0,8.0,99.0,107.0,44.0,21.0,6.0,27.0,52.0,295.0,2014
5379,Jeremy Lin,1988-08-23,33,Harvard,USA,75.0,200.0,9,2010,2018,0,0,0,1610612747,LAL,Los Angeles,202391,277.0,654.0,65.0,176.0,213.0,268.0,26.0,170.0,196.0,339.0,82.0,32.0,166.0,189.0,832.0,2014
5380,Jerome Jordan,1986-09-29,35,Tulsa,Jamaica,84.0,253.0,2,2011,2014,2010,2,44,1610612751,BKN,Brooklyn,202366,50.0,94.0,0.0,0.0,38.0,44.0,52.0,53.0,105.0,13.0,8.0,15.0,22.0,58.0,138.0,2014
5381,Jerrelle Benimon,1991-08-01,30,Towson,USA,78.07063365886896,211.14685155717208,0,2014,2014,0,0,0,1610612762,UTA,Utah,203968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2014
5382,Jerryd Bayless,1988-08-20,33,Arizona,USA,75.0,200.0,11,2008,2018,2008,1,11,1610612749,MIL,Milwaukee,201573,220.0,516.0,37.0,120.0,121.0,137.0,22.0,189.0,211.0,233.0,59.0,12.0,133.0,163.0,598.0,2014
5383,Jimmer Fredette,1989-02-25,33,Brigham Young,USA,74.0,195.0,7,2011,2018,2011,1,10,1610612740,NOP,New Orleans,202690,63.0,166.0,9.0,48.0,43.0,45.0,8.0,32.0,40.0,58.0,15.0,2.0,33.0,43.0,178.0,2014
5384,Jimmy Butler,1989-09-14,32,Marquette,USA,79.0,230.0,9,2011,2020,2011,1,30,1610612741,CHI,Chicago,202710,421.0,912.0,73.0,193.0,386.0,463.0,114.0,265.0,379.0,212.0,114.0,36.0,93.0,108.0,1301.0,2014
5385,Joakim Noah,1985-02-25,37,Florida,USA,83.0,232.0,13,2007,2019,2007,1,9,1610612741,CHI,Chicago,201149,190.0,427.0,0.0,2.0,105.0,174.0,219.0,427.0,646.0,312.0,48.0,74.0,123.0,203.0,485.0,2014
5386,Jodie Meeks,1987-08-21,34,Kentucky,USA,76.0,210.0,10,2009,2018,2009,2,41,1610612765,DET,Detroit,201975,222.0,534.0,74.0,212.0,145.0,160.0,12.0,92.0,104.0,79.0,59.0,6.0,57.0,76.0,663.0,2014
5387,Joe Harris,1991-09-06,30,Virginia,USA,78.0,220.0,6,2014,2020,2014,2,33,1610612739,CLE,Cleveland,203925,48.0,120.0,31.0,84.0,9.0,15.0,7.0,34.0,41.0,26.0,7.0,2.0,27.0,62.0,136.0,2014
5388,Joe Ingles,1987-10-02,34,Maccabi Tel Aviv,Australia,80.0,220.0,6,2014,2020,0,0,0,1610612762,UTA,Utah,204060,147.0,354.0,72.0,202.0,30.0,40.0,22.0,153.0,175.0,182.0,72.0,10.0,98.0,124.0,396.0,2014
5389,Joe Johnson,1981-06-29,40,Arkansas,USA,79.0,240.0,17,2001,2017,2001,1,10,1610612751,BKN,Brooklyn,2207,446.0,1025.0,121.0,337.0,141.0,176.0,53.0,331.0,384.0,292.0,59.0,14.0,137.0,120.0,1154.0,2014
5390,Joel Anthony,1982-08-09,39,UNLV,Canada,81.0,245.0,10,2007,2016,0,0,0,1610612765,DET,Detroit,201202,36.0,62.0,0.0,0.0,15.0,22.0,32.0,61.0,93.0,5.0,12.0,49.0,12.0,55.0,87.0,2014
5391,Joel Freeland,1987-02-07,35,Malaga,United Kingdom,82.0,225.0,2,2012,2014,2006,1,30,1610612757,POR,Portland,200777,74.0,151.0,0.0,0.0,21.0,25.0,62.0,129.0,191.0,16.0,9.0,23.0,23.0,93.0,169.0,2014
5392,Joey Dorsey,1983-12-16,38,Memphis,USA,78.07063365886896,211.14685155717208,3,2008,2016,2008,2,33,1610612745,HOU,Houston,201595,80.0,145.0,0.0,1.0,24.0,83.0,103.0,176.0,279.0,25.0,40.0,25.0,41.0,157.0,184.0,2014
5393,Joffrey Lauvergne,1991-09-30,30,No School,France,83.0,260.0,4,2014,2017,2013,2,55,1610612743,DEN,Denver,203530,36.0,89.0,3.0,16.0,18.0,28.0,27.0,50.0,77.0,13.0,8.0,10.0,22.0,43.0,93.0,2014
5394,John Henson,1990-12-28,31,North Carolina,USA,81.0,219.0,8,2012,2019,2012,1,14,1610612749,MIL,Milwaukee,203089,196.0,346.0,0.0,0.0,78.0,137.0,124.0,188.0,312.0,59.0,28.0,135.0,87.0,152.0,470.0,2014
5395,John Jenkins,1991-03-06,31,Vanderbilt,USA,76.0,215.0,6,2012,2018,2012,1,23,1610612737,ATL,Atlanta,203098,49.0,99.0,21.0,52.0,16.0,19.0,2.0,37.0,39.0,13.0,10.0,0.0,8.0,15.0,135.0,2014
5396,John Lucas III,1982-11-21,39,Oklahoma State,USA,71.0,166.0,7,2005,2016,0,0,0,1610612765,DET,Detroit,101249,42.0,104.0,9.0,29.0,5.0,5.0,4.0,12.0,16.0,60.0,8.0,0.0,16.0,18.0,98.0,2014
5397,John Salmons,1979-12-12,42,Miami,USA,78.0,210.0,12,2002,2014,2002,1,26,1610612740,NOP,New Orleans,2422,16.0,48.0,8.0,26.0,2.0,4.0,4.0,17.0,21.0,13.0,9.0,4.0,5.0,25.0,42.0,2014
5398,John Wall,1990-09-06,31,Kentucky,USA,75.0,210.0,9,2010,2020,2010,1,1,1610612764,WAS,Washington,202322,519.0,1166.0,65.0,217.0,284.0,362.0,36.0,330.0,366.0,792.0,138.0,45.0,304.0,180.0,1387.0,2014
5399,Johnny O'Bryant III,1993-06-01,28,Louisiana State,USA,81.0,257.0,3,2014,2017,2014,2,36,1610612749,MIL,Milwaukee,203948,44.0,120.0,0.0,0.0,12.0,27.0,26.0,38.0,64.0,17.0,5.0,4.0,25.0,44.0,100.0,2014
5400,Jon Leuer,1989-05-14,33,Wisconsin,USA,82.0,228.0,8,2011,2018,2011,2,40,1610612763,MEM,Memphis,202720,121.0,273.0,7.0,29.0,37.0,59.0,50.0,157.0,207.0,46.0,17.0,9.0,35.0,86.0,286.0,2014
5401,Jonas Jerebko,1987-03-02,35,No School,Sweden,82.0,231.0,9,2009,2018,2009,2,39,1610612765,DET,Detroit,201973,169.0,379.0,54.0,140.0,56.0,66.0,93.0,189.0,282.0,71.0,46.0,18.0,44.0,135.0,448.0,2014
5402,Jonas Valanciunas,1992-05-06,30,Lietuvos rytas Vilnius,Lithuania,83.0,265.0,8,2012,2020,2011,1,5,1610612761,TOR,Toronto,202685,373.0,652.0,0.0,1.0,217.0,276.0,215.0,478.0,693.0,39.0,33.0,95.0,109.0,222.0,963.0,2014
5403,Jordan Adams,1994-07-08,27,UCLA,USA,77.0,209.0,2,2014,2015,2014,1,22,1610612763,MEM,Memphis,203919,35.0,86.0,10.0,25.0,14.0,23.0,9.0,19.0,28.0,16.0,16.0,7.0,14.0,24.0,94.0,2014
5404,Jordan Clarkson,1992-06-07,29,Missouri,USA,76.0,194.0,6,2014,2020,2014,2,46,1610612747,LAL,Los Angeles,203903,267.0,596.0,38.0,121.0,131.0,158.0,56.0,135.0,191.0,206.0,51.0,12.0,96.0,109.0,703.0,2014
5405,Jordan Farmar,1986-11-30,35,UCLA,USA,74.0,180.0,9,2006,2016,2006,1,26,1610612746,LAC,Los Angeles,200770,61.0,158.0,35.0,97.0,10.0,11.0,8.0,34.0,42.0,67.0,20.0,5.0,32.0,52.0,167.0,2014
5406,Jordan Hamilton,1990-10-06,31,Texas,USA,79.0,220.0,5,2011,2015,2011,1,26,1610612746,LAC,Los Angeles,202706,14.0,35.0,10.0,21.0,0.0,0.0,2.0,14.0,16.0,7.0,2.0,0.0,4.0,14.0,38.0,2014
5407,Jordan Hill,1987-07-27,34,Arizona,USA,82.0,240.0,8,2009,2016,2009,1,8,1610612747,LAL,Los Angeles,201941,357.0,777.0,3.0,11.0,124.0,168.0,174.0,382.0,556.0,103.0,34.0,52.0,106.0,164.0,841.0,2014
5408,Jorge Gutierrez,1988-12-27,33,California,Mexico,75.0,189.0,3,2013,2015,0,0,0,1610612751,BKN,Brooklyn,203268,22.0,41.0,0.0,3.0,9.0,13.0,5.0,20.0,25.0,22.0,6.0,0.0,12.0,25.0,53.0,2014
5409,Jose Calderon,1981-09-28,40, ,Spain,75.0,200.0,14,2005,2018,0,0,0,1610612752,NYK,New York,101181,147.0,354.0,59.0,142.0,29.0,32.0,19.0,105.0,124.0,198.0,31.0,0.0,75.0,76.0,382.0,2014
5410,Josh McRoberts,1987-02-28,35,Duke,USA,82.0,240.0,10,2007,2017,2007,2,37,1610612748,MIA,Miami,201177,28.0,53.0,8.0,19.0,8.0,13.0,7.0,38.0,45.0,33.0,12.0,3.0,22.0,41.0,72.0,2014
5411,Josh Smith,1985-12-05,36,Oak Hill Academy (VA),USA,81.0,225.0,12,2004,2017,2004,1,17,1610612765,DET,Detroit,2746,414.0,987.0,72.0,228.0,127.0,255.0,152.0,378.0,530.0,277.0,87.0,116.0,206.0,228.0,1027.0,2014
5412,Jrue Holiday,1990-06-12,31,UCLA,USA,75.0,205.0,11,2009,2020,2009,1,17,1610612740,NOP,New Orleans,201950,238.0,534.0,51.0,135.0,65.0,76.0,32.0,103.0,135.0,274.0,63.0,23.0,91.0,110.0,592.0,2014
5413,Julius Randle,1994-11-29,27,Kentucky,USA,80.0,250.0,6,2014,2020,2014,1,7,1610612747,LAL,Los Angeles,203944,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2014
5414,Justin Hamilton,1990-04-01,32,Louisiana State,USA,84.0,255.0,3,2013,2016,2012,2,45,1610612748,MIA,Miami,203120,85.0,178.0,10.0,31.0,39.0,47.0,57.0,77.0,134.0,36.0,27.0,30.0,26.0,70.0,219.0,2014
5415,Justin Holiday,1989-04-05,33,Washington,USA,78.0,180.0,7,2012,2020,0,0,0,1610612744,GSW,Golden State,203200,91.0,235.0,35.0,109.0,37.0,45.0,12.0,61.0,73.0,48.0,40.0,12.0,29.0,54.0,254.0,2014
5416,Jusuf Nurkic,1994-08-23,27,Cedevita,Bosnia and Herzegovina,83.0,290.0,6,2014,2020,2014,1,16,1610612743,DEN,Denver,203994,171.0,383.0,0.0,2.0,84.0,132.0,125.0,257.0,382.0,50.0,52.0,68.0,86.0,207.0,426.0,2014
5417,KJ McDaniels,1993-02-09,29,Clemson,USA,78.0,205.0,3,2014,2016,2014,2,32,1610612755,PHI,Philadelphia,203909,172.0,434.0,43.0,150.0,100.0,133.0,65.0,135.0,200.0,72.0,44.0,70.0,105.0,126.0,487.0,2014
5418,Kalin Lucas,1989-05-24,33,Michigan State,USA,73.0,195.0,2,2014,2018,0,0,0,1610612763,MEM,Memphis,203564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2014
5419,Kawhi Leonard,1991-06-29,30,San Diego State,USA,79.0,225.0,9,2011,2020,2011,1,15,1610612759,SAS,San Antonio,202695,394.0,822.0,67.0,192.0,202.0,252.0,85.0,376.0,461.0,161.0,148.0,48.0,97.0,128.0,1057.0,2014
5420,Kelly Olynyk,1991-04-19,31,Gonzaga,Canada,83.0,240.0,7,2013,2020,2013,1,13,1610612738,BOS,Boston,203482,251.0,528.0,61.0,175.0,93.0,136.0,92.0,211.0,303.0,109.0,64.0,39.0,98.0,213.0,656.0,2014
5421,Kemba Walker,1990-05-08,32,Connecticut,USA,72.0,184.0,9,2011,2020,2011,1,9,1610612766,CHA,Charlotte,202689,378.0,981.0,85.0,280.0,234.0,283.0,35.0,185.0,220.0,318.0,89.0,31.0,100.0,92.0,1075.0,2014
5422,Kendall Marshall,1991-08-19,30,North Carolina,USA,76.0,200.0,4,2012,2015,2012,1,13,1610612749,MIL,Milwaukee,203088,46.0,101.0,18.0,46.0,8.0,9.0,2.0,26.0,28.0,86.0,21.0,0.0,35.0,26.0,118.0,2014
5423,Kendrick Perkins,1984-11-10,37,Clifton J. Ozen HS (TX),USA,82.0,270.0,13,2003,2017,2003,1,27,1610612760,OKC,Oklahoma City,2570,102.0,227.0,0.0,1.0,42.0,83.0,91.0,229.0,320.0,51.0,16.0,42.0,95.0,162.0,246.0,2014
5424,Kenneth Faried,1989-11-19,32,Morehead State,USA,80.0,220.0,8,2011,2018,2011,1,22,1610612743,DEN,Denver,202702,373.0,736.0,1.0,8.0,199.0,288.0,242.0,426.0,668.0,89.0,62.0,57.0,118.0,211.0,946.0,2014
5425,Kent Bazemore,1989-07-01,32,Old Dominion,USA,76.0,195.0,8,2012,2020,0,0,0,1610612737,ATL,Atlanta,203145,141.0,331.0,48.0,132.0,60.0,100.0,21.0,201.0,222.0,78.0,52.0,33.0,73.0,127.0,390.0,2014
5426,Kentavious Caldwell-Pope,1993-02-18,29,Georgia,USA,77.0,204.0,7,2013,2020,2013,1,8,1610612765,DET,Detroit,203484,390.0,972.0,153.0,444.0,110.0,158.0,46.0,209.0,255.0,109.0,93.0,18.0,94.0,161.0,1043.0,2014
5427,Kenyon Martin,1977-12-30,44,Cincinnati,USA,81.0,225.0,14,2000,2014,2000,1,1,1610612749,MIL,Milwaukee,2030,9.0,22.0,0.0,0.0,2.0,2.0,6.0,13.0,19.0,5.0,5.0,6.0,3.0,13.0,20.0,2014
5428,Kevin Durant,1988-09-29,33,Texas,USA,82.0,240.0,12,2007,2020,2007,1,2,1610612760,OKC,Oklahoma City,201142,238.0,467.0,64.0,159.0,146.0,171.0,16.0,162.0,178.0,110.0,24.0,25.0,74.0,40.0,686.0,2014
5429,Kevin Garnett,1976-05-19,46,Farragut Academy HS (IL),USA,83.0,240.0,21,1995,2015,1995,1,5,1610612751,BKN,Brooklyn,708,143.0,306.0,1.0,7.0,36.0,45.0,48.0,263.0,311.0,77.0,46.0,17.0,46.0,109.0,323.0,2014
5430,Kevin Love,1988-09-07,33,UCLA,USA,80.0,251.0,12,2008,2020,2008,1,5,1610612739,CLE,Cleveland,201567,413.0,952.0,144.0,392.0,258.0,321.0,142.0,589.0,731.0,168.0,51.0,39.0,122.0,140.0,1228.0,2014
5431,Kevin Martin,1983-02-01,39,Western Carolina,USA,79.0,199.0,12,2004,2015,2004,1,26,1610612750,MIN,Minnesota,2755,267.0,625.0,75.0,191.0,170.0,193.0,19.0,123.0,142.0,89.0,33.0,1.0,76.0,76.0,779.0,2014
5432,Kevin Seraphin,1989-12-07,32,Cholet,France,82.0,278.0,7,2010,2016,2010,1,17,1610612764,WAS,Washington,202338,231.0,450.0,0.0,2.0,58.0,82.0,87.0,201.0,288.0,59.0,10.0,59.0,98.0,197.0,520.0,2014
5433,Khris Middleton,1991-08-12,30,Texas A&M,USA,79.0,222.0,8,2012,2020,2012,2,39,1610612749,MIL,Milwaukee,203114,406.0,869.0,109.0,268.0,134.0,156.0,48.0,299.0,347.0,182.0,122.0,11.0,113.0,183.0,1055.0,2014
5434,Kirk Hinrich,1981-01-02,41,Kansas,USA,76.0,190.0,13,2003,2015,2003,1,7,1610612741,CHI,Chicago,2550,142.0,381.0,58.0,168.0,35.0,50.0,20.0,101.0,121.0,148.0,46.0,14.0,73.0,144.0,377.0,2014
5435,Klay Thompson,1990-02-08,32,Washington State,USA,78.0,215.0,8,2011,2020,2011,1,11,1610612744,GSW,Golden State,202691,602.0,1299.0,239.0,545.0,225.0,256.0,27.0,220.0,247.0,222.0,87.0,60.0,149.0,122.0,1668.0,2014
5436,Kobe Bryant,1978-08-23,43,Lower Merion HS (PA)/USA,USA,78.0,212.0,19,1996,2015,1996,1,13,1610612747,LAL,Los Angeles,977,266.0,713.0,54.0,184.0,196.0,241.0,26.0,173.0,199.0,197.0,47.0,7.0,128.0,65.0,782.0,2014
5437,Kosta Koufos,1989-02-24,33,Ohio State,USA,84.0,245.0,11,2008,2018,2008,1,23,1610612763,MEM,Memphis,201585,182.0,358.0,0.0,0.0,55.0,85.0,121.0,305.0,426.0,37.0,29.0,63.0,69.0,148.0,419.0,2014
5438,Kostas Papanikolaou,1990-07-31,31,FC Barcelona,Greece,80.0,235.0,1,2014,2015,2012,2,48,1610612745,HOU,Houston,203123,69.0,197.0,31.0,106.0,13.0,18.0,39.0,79.0,118.0,85.0,29.0,13.0,55.0,71.0,182.0,2014
5439,Kris Humphries,1985-02-06,37,Minnesota,USA,81.0,235.0,13,2004,2016,2004,1,14,1610612764,WAS,Washington,2743,211.0,446.0,0.0,7.0,87.0,117.0,118.0,298.0,416.0,57.0,34.0,25.0,46.0,130.0,509.0,2014
5440,Kyle Anderson,1993-09-20,28,UCLA,USA,81.0,230.0,6,2014,2020,2014,1,30,1610612759,SAS,San Antonio,203937,31.0,89.0,3.0,11.0,9.0,14.0,5.0,67.0,72.0,28.0,15.0,7.0,10.0,28.0,74.0,2014
5441,Kyle Korver,1981-03-17,41,Creighton,USA,79.0,212.0,17,2003,2019,2003,2,51,1610612737,ATL,Atlanta,2594,292.0,600.0,221.0,449.0,106.0,118.0,15.0,289.0,304.0,196.0,52.0,42.0,107.0,140.0,911.0,2014
5442,Kyle Lowry,1986-03-25,36,Villanova,USA,72.0,196.0,14,2006,2020,2006,1,24,1610612761,TOR,Toronto,200768,430.0,1043.0,132.0,391.0,252.0,312.0,54.0,274.0,328.0,473.0,109.0,13.0,173.0,212.0,1244.0,2014
5443,Kyle O'Quinn,1990-03-26,32,Norfolk State,USA,81.0,250.0,8,2012,2019,2012,2,49,1610612753,ORL,Orlando,203124,119.0,242.0,12.0,43.0,44.0,57.0,46.0,153.0,199.0,59.0,31.0,39.0,55.0,110.0,294.0,2014
5444,Kyle Singler,1988-05-04,34,Duke,USA,80.0,228.0,5,2012,2017,2011,2,33,1610612765,DET,Detroit,202713,172.0,446.0,96.0,241.0,40.0,52.0,33.0,161.0,194.0,85.0,47.0,21.0,55.0,153.0,480.0,2014
5445,Kyrie Irving,1992-03-23,30,Duke,Australia,74.0,195.0,9,2011,2020,2011,1,1,1610612739,CLE,Cleveland,202681,578.0,1235.0,157.0,378.0,315.0,365.0,55.0,182.0,237.0,389.0,114.0,20.0,186.0,146.0,1628.0,2014
5446,LaMarcus Aldridge,1985-07-19,36,Texas,USA,83.0,250.0,14,2006,2020,2006,1,2,1610612757,POR,Portland,200746,659.0,1415.0,37.0,105.0,306.0,362.0,177.0,549.0,726.0,124.0,48.0,68.0,122.0,125.0,1661.0,2014
5447,Lance Stephenson,1990-09-05,31,Cincinnati,USA,78.0,230.0,9,2010,2018,2010,2,40,1610612766,CHA,Charlotte,202362,207.0,550.0,18.0,105.0,69.0,110.0,39.0,238.0,277.0,240.0,38.0,8.0,128.0,134.0,501.0,2014
5448,Lance Thomas,1988-04-24,34,Duke,USA,80.0,225.0,9,2011,2019,0,0,0,1610612760,OKC,Oklahoma City,202498,182.0,442.0,7.0,22.0,72.0,99.0,65.0,130.0,195.0,69.0,37.0,8.0,74.0,101.0,443.0,2014
5449,Landry Fields,1988-06-27,33,Stanford,USA,79.0,215.0,4,2010,2014,2010,2,39,1610612761,TOR,Toronto,202361,20.0,41.0,1.0,2.0,5.0,6.0,10.0,16.0,26.0,15.0,11.0,0.0,8.0,9.0,46.0,2014
