PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
Frank Mason,1994-04-03,28,Kansas,USA,71.0,190.0,3,2017,2020,2017,2,34
Roger Mason Jr.,1980-09-10,41,Virginia,USA,77.0,205.0,10,2002,2013,2002,2,30
Tony Massenburg,1967-07-31,54,Maryland,USA,81.0,250.0,13,1990,2004,1990,2,43
Eddie Mast,1948-10-03,73,Temple,USA,81.0,220.0,2,1970,1972,1969,3,40
Yante Maten,1996-08-14,25,Georgia,USA,80.0,240.0,1,2018,2018,0,0,0
Garrison Mathews,1996-10-24,25,Lipscomb,USA,77.0,215.0,1,2019,2020,0,0,0
Mangok Mathiang,1992-10-08,29,Louisville,Australia,82.0,230.0,0,2017,2017,0,0,0
Wes Matthews,1959-08-24,62,Wisconsin,USA,73.0,170.0,8,1980,1989,1980,1,14
Wesley Matthews,1986-10-14,35,Marquette,USA,76.0,220.0,11,2009,2020,0,0,0
Ariel Maughan,1923-02-23,99,Utah State,USA,76.0,190.0,4,1946,1950,0,0,0
Marlon Maxey,1969-02-19,53,Texas-El Paso,USA,80.0,250.0,1,1992,1993,1992,2,28
Jason Maxiell,1983-02-18,39,Cincinnati,USA,79.0,260.0,9,2005,2014,2005,1,26
Cedric Maxwell,1955-11-21,66,North Carolina-Charlotte,USA,80.0,205.0,10,1977,1987,1977,1,12
Vernon Maxwell,1965-09-12,56,Florida,USA,76.0,190.0,12,1988,2000,1988,2,47
Don May,1946-01-03,76,Dayton,USA,76.0,200.0,6,1968,1974,1968,3,30
Scott May,1954-03-19,68,Indiana,USA,78.0,215.0,6,1976,1982,1976,1,2
Sean May,1984-04-04,38,North Carolina,USA,81.0,266.0,4,2005,2009,2005,1,13
Lee Mayberry,1970-06-12,51,Arkansas,USA,73.0,172.0,6,1992,1998,1992,1,23
Clyde Mayes,1953-03-17,69,Furman,USA,80.0,225.0,1,1975,1976,1975,2,22
Tharon Mayes,1968-09-09,53,Florida State,USA,75.0,175.0,0,1991,1991,0,0,0
Bill Mayfield,1957-10-17,64,Iowa,USA,79.0,205.0,0,1980,1980,0,0,0
Ken Mayfield,1948-05-11,74,Tuskegee,USA,74.0,185.0,0,1975,1975,1971,3,50
Eric Maynor,1987-06-11,34,Virginia Commonwealth,USA,75.0,175.0,4,2009,2013,2009,1,20
O.J. Mayo,1987-11-05,34,Southern California,USA,77.0,210.0,8,2008,2015,2008,1,3
Travis Mays,1968-06-19,53,Texas,USA,74.0,190.0,2,1990,1992,1990,1,14
Matt Mazza,1923-09-23,98,Michigan State,USA,75.0,210.0,0,1949,1949,0,0,0
Luc Mbah a Moute,1986-09-09,35,UCLA,Cameroon,80.0,230.0,12,2008,2019,2008,2,37
DJ Mbenga,1980-12-30,41,Spirou Charleroi,Belgium,84.0,255.0,7,2004,2010,0,0,0
Bob McAdoo,1951-09-15,70,North Carolina,USA,81.0,210.0,13,1972,1985,1972,1,2
James Michael McAdoo,1993-01-04,29,North Carolina,USA,81.0,230.0,3,2014,2017,0,0,0
Ray McCallum,1991-06-12,30,Detroit,USA,75.0,190.0,3,2013,2015,2013,2,36
Bob McCann,1964-04-22,58,Morehead State,USA,78.0,244.0,4,1989,1997,1987,2,32
Brendan McCann,1935-07-05,86,St. Bonaventure,USA,74.0,178.0,2,1957,1959,1957,1,5
Mel McCants,1967-08-19,54,Purdue,USA,80.0,240.0,0,1989,1989,0,0,0
Rashad McCants,1984-09-25,37,North Carolina,USA,76.0,215.0,4,2005,2008,2005,1,14
Mike McCarron,1922-03-02,100,Seton Hall,USA,71.0,180.0,1,1946,1949,0,0,0
Andre McCarter,1953-08-25,68,UCLA,USA,75.0,190.0,2,1976,1980,1976,6,89
Willie McCarter,1946-07-26,75,Drake,USA,75.0,175.0,2,1969,1971,1969,1,12
Howie McCarty,1905-04-02,117,Wayne State,USA,78.07063365886896,211.14685155717208,0,1946,1946,0,0,0
Kelly McCarty,1975-08-24,46,Southern Mississippi,USA,79.0,200.0,0,1998,1998,0,0,0
Walter McCarty,1974-02-01,48,Kentucky,USA,82.0,245.0,9,1996,2005,1996,1,19
Amal McCaskill,1973-10-28,48,Marquette,USA,83.0,235.0,4,1996,2003,1996,2,49
Patrick McCaw,1995-10-25,26,UNLV,USA,79.0,181.0,4,2016,2020,2016,2,38
Dwayne McClain,1963-02-07,59,Villanova,USA,78.0,185.0,0,1985,1985,1985,2,27
"Ted, Hound Dog McClain",1947-08-30,74,Tennessee State,USA,73.0,180.0,2,1976,1978,1971,2,22
Dan McClintock,1977-04-19,45,Northern Arizona,USA,84.0,270.0,0,2000,2000,2000,2,53
Jack McCloskey,1925-09-19,96,Pennsylvania,USA,74.0,190.0,0,1952,1952,0,0,0
George McCloud,1967-05-27,55,Florida State,USA,80.0,230.0,12,1989,2002,1989,1,7
CJ McCollum,1991-09-19,30,Lehigh,USA,75.0,190.0,7,2013,2020,2013,1,10
John McConathy,1930-04-09,92,Northwestern State,USA,77.0,195.0,0,1951,1951,1951,1,5
Paul McConnell,1928-07-01,93,Marshall,USA,70.0,170.0,0,1952,1952,0,0,0
Keith McCord,1957-06-22,64,Alabama-Birmingham,USA,79.0,210.0,0,1980,1980,1979,10,198
Tim McCormick,1962-03-10,60,Michigan,USA,83.0,240.0,7,1984,1991,1984,1,12
Jelani McCoy,1977-12-06,44,UCLA,USA,82.0,245.0,8,1998,2007,1998,2,33
Paul McCracken,1950-09-11,71,California State-Northridge,USA,76.0,180.0,2,1972,1976,0,0,0
Chris McCray,1984-05-27,38,Maryland,USA,77.0,192.0,0,2006,2006,0,0,0
Rodney McCray,1961-08-29,60,Louisville,USA,80.0,220.0,9,1983,1992,1983,1,3
Scooter McCray,1960-02-08,62,Louisville,USA,81.0,215.0,2,1983,1986,1983,2,36
Erik McCree,1993-12-20,28,Louisiana Tech,USA,80.0,225.0,0,2017,2017,0,0,0
Chris McCullough,1995-02-05,27,Syracuse,USA,81.0,215.0,3,2015,2017,2015,1,29
John McCullough,1956-10-05,65,Oklahoma,USA,76.0,190.0,0,1981,1981,1979,4,85
Clint McDaniel,1972-02-26,50,Arkansas,USA,76.0,180.0,0,1995,1995,0,0,0
Xavier McDaniel,1963-06-04,58,Wichita State,USA,79.0,205.0,11,1985,1997,1985,1,4
Jalen McDaniels,1998-01-31,24,San Diego State,USA,81.0,205.0,1,2019,2020,2019,2,52
Jim McDaniels,1948-04-02,74,Western Kentucky,USA,83.0,228.0,4,1971,1977,1971,2,23
KJ McDaniels,1993-02-09,29,Clemson,USA,78.0,205.0,3,2014,2016,2014,2,32
Doug McDermott,1992-01-03,30,Creighton,USA,79.0,225.0,6,2014,2020,2014,1,11
Ben McDonald,1962-07-20,59,California-Irvine,USA,80.0,210.0,3,1985,1988,1984,3,50
Glenn McDonald,1952-03-18,70,Long Beach State,USA,78.0,190.0,2,1974,1976,1974,1,17
Michael McDonald,1969-02-13,53,New Orleans,USA,82.0,232.0,0,1997,1997,1995,2,55
Hank McDowell,1959-11-13,62,Memphis,USA,81.0,215.0,5,1981,1986,1981,5,102
Antonio McDyess,1974-09-07,47,Alabama,USA,81.0,245.0,15,1995,2010,1995,1,2
Jim McElroy,1953-10-04,68,Central Michigan,USA,75.0,190.0,6,1975,1981,1975,3,38
Ivan McFarlin,1982-04-26,40,Oklahoma State,USA,79.0,229.0,0,2006,2006,0,0,0
Mitch McGary,1992-06-06,29,Michigan,USA,82.0,255.0,2,2014,2015,2014,1,21
JaVale McGee,1988-01-19,34,Nevada-Reno,USA,84.0,270.0,12,2008,2020,2008,1,18
Mike McGee,1959-07-29,62,Michigan,USA,77.0,190.0,8,1981,1989,1981,1,19
Bill McGill,1939-09-16,82,Utah,USA,81.0,225.0,2,1962,1964,1962,1,1
George McGinnis,1950-08-12,71,Indiana,USA,80.0,235.0,6,1975,1981,1973,2,22
Jon McGlocklin,1943-06-10,78,Indiana,USA,77.0,205.0,10,1965,1975,1965,3,24
Tracy McGrady,1979-05-24,43,Mount Zion Christian Academy (NC),USA,80.0,225.0,16,1997,2012,1997,1,9
Gil McGregor,1949-06-14,72,Wake Forest,USA,80.0,240.0,0,1971,1971,1971,6,89
Rodney McGruder,1991-07-29,30,Kansas State,USA,76.0,205.0,4,2016,2020,0,0,0
Al McGuire,1928-09-07,93,St. John's,USA,74.0,180.0,3,1951,1954,1951,6,55
Allie McGuire,1951-07-10,70,Marquette,USA,75.0,175.0,0,1973,1973,1973,3,49
Dick McGuire,1926-01-25,96,St. John's,USA,72.0,180.0,10,1949,1959,1949,1,7
Dominic McGuire,1985-10-20,36,Fresno State,USA,81.0,235.0,6,2007,2012,2007,2,47
Kevin McHale,1957-12-19,64,Minnesota,USA,82.0,210.0,12,1980,1992,1980,1,3
Jim McIlvaine,1972-07-30,49,Marquette,USA,78.07063365886896,211.14685155717208,6,1994,2000,1994,2,32
Jeff McInnis,1974-10-22,47,North Carolina,USA,76.0,190.0,10,1996,2007,1996,2,37
Kenny McIntosh,1949-01-21,73,Eastern Michigan,USA,79.0,225.0,3,1971,1974,1971,1,15
Kevin McKenna,1959-01-08,63,Creighton,USA,77.0,195.0,5,1981,1987,1981,4,88
Forrest McKenzie,1963-02-16,59,Loyola-Marymount,USA,79.0,200.0,0,1986,1986,1986,3,48
Stan McKenzie,1944-10-06,77,New York University,USA,77.0,195.0,6,1967,1973,1966,11,94
Derrick McKey,1966-10-10,55,Alabama,USA,82.0,241.0,14,1987,2001,1987,1,9
Aaron McKie,1972-10-02,49,Temple,USA,77.0,209.0,13,1994,2006,1994,1,17
Billy McKinney,1955-06-05,66,Northwestern,USA,72.0,160.0,6,1978,1985,1977,6,115
Carlton McKinney,1964-10-21,57,Southern Methodist,USA,76.0,190.0,1,1989,1991,0,0,0
Horace McKinney,1919-01-01,103,North Carolina,USA,78.0,185.0,5,1946,1951,0,0,0
Trey McKinney-Jones,1990-08-27,31,Miami,USA,77.0,220.0,0,2017,2017,0,0,0
Alfonzo McKinnie,1992-09-17,29,Wisconsin-Green Bay,USA,79.0,215.0,3,2017,2020,0,0,0
Jordan McLaughlin,1996-04-09,26,Southern California,USA,71.0,185.0,1,2019,2020,0,0,0
Ben McLemore,1993-02-11,29,Kansas,USA,75.0,195.0,7,2013,2020,2013,1,7
Mccoy McLemore,1942-04-03,80,Drake,USA,79.0,230.0,7,1964,1971,1964,3,23
Keith McLeod,1979-11-05,42,Bowling Green,USA,74.0,190.0,4,2003,2006,0,0,0
Roshown McLeod,1975-11-17,46,Duke,USA,78.07063365886896,211.14685155717208,2,1998,2000,1998,1,20
Nate McMillan,1964-08-03,57,North Carolina State,USA,77.0,210.0,11,1986,1997,1986,2,30
Tom McMillen,1952-05-26,70,Maryland,USA,83.0,215.0,10,1975,1985,1974,1,9
Jim McMillian,1948-03-11,74,Columbia,USA,77.0,215.0,8,1970,1978,1970,1,13
Shellie McMillon,1936-03-11,86,Bradley,USA,77.0,205.0,3,1958,1961,1958,6,42
Mal McMullan,1927-08-23,94,Xavier,USA,78.07063365886896,211.14685155717208,1,1949,1950,0,0,0
Chet McNabb,1905-04-04,117,Arizona State,USA,78.07063365886896,211.14685155717208,0,1947,1947,0,0,0
Mark McNamara,1959-06-08,62,California,USA,83.0,235.0,7,1982,1990,1982,1,22
Joe McNamee,1926-09-24,95,San Francisco,USA,78.0,210.0,1,1950,1951,1950,1,9
Jerel McNeal,1987-06-01,34,Marquette,USA,75.0,200.0,2,2012,2014,0,0,0
Chris McNealy,1961-07-15,60,San Jose State,USA,79.0,210.0,2,1985,1987,1983,2,38
Bob McNeill,1938-10-22,83,St. Joseph's (PA),USA,73.0,170.0,1,1960,1961,1960,3,19
Larry McNeill,1951-01-31,71,Marquette,USA,81.0,195.0,5,1973,1978,1973,2,25
Paul McPherson,1978-07-03,43,DePaul,USA,76.0,210.0,0,2000,2000,0,0,0
Cozell McQueen,1962-01-18,60,North Carolina State,USA,83.0,235.0,0,1986,1986,1985,4,91
Jordan McRae,1991-03-28,31,Tennessee,USA,77.0,179.0,4,2015,2019,2014,2,58
Thales McReynolds,1943-06-08,78,Miles,USA,75.0,185.0,0,1965,1965,1965,11,82
Josh McRoberts,1987-02-28,35,Duke,USA,82.0,240.0,10,2007,2017,2007,2,37
Eric McWilliams,1950-04-18,72,Long Beach State,USA,80.0,200.0,0,1972,1972,1972,3,37
George Mearns,1922-04-18,100,Rhode Island,USA,75.0,175.0,1,1946,1947,0,0,0
Slava Medvedenko,1979-04-04,43,Kyiv,Ukraine,82.0,253.0,7,2000,2006,0,0,0
Darnell Mee,1971-02-11,51,Western Kentucky,USA,77.0,175.0,1,1993,1994,1993,2,34
Jodie Meeks,1987-08-21,34,Kentucky,USA,76.0,210.0,10,2009,2018,2009,2,41
Cliff Meely,1947-07-10,74,Colorado,USA,80.0,215.0,4,1971,1975,1971,1,7
Scott Meents,1964-01-04,58,Illinois,USA,82.0,225.0,1,1989,1990,1986,4,74
Dick Mehen,1922-05-20,100,Tennessee,USA,77.0,195.0,2,1949,1951,0,0,0
Carl Meinhold,1926-03-29,96,Long Island-Brooklyn,USA,74.0,185.0,1,1947,1948,0,0,0
Salah Mejri,1986-06-15,35, ,Tunisia,86.0,235.0,4,2015,2018,0,0,0
Gal Mekel,1988-03-04,34,Wichita State,Israel,75.0,191.0,1,2013,2014,0,0,0
Bill Melchionni,1944-10-19,77,Villanova,USA,73.0,165.0,1,1966,1967,1966,2,19
Gary Melchionni,1951-01-19,71,Duke,USA,74.0,185.0,1,1973,1974,1973,2,33
Nicolo Melli,1991-01-26,31,Fenerbahce,Italy,81.0,236.0,1,2019,2020,0,0,0
Fab Melo,1990-06-20,31,Syracuse,Brazil,84.0,255.0,1,2012,2012,2012,1,22
De'Anthony Melton,1998-05-28,24,Southern California,USA,74.0,200.0,2,2018,2020,2018,2,46
Ed Melvin,1916-02-13,106,Duquesne,USA,69.0,170.0,0,1946,1946,0,0,0
Dean Meminger,1948-05-13,74,Marquette,USA,73.0,175.0,5,1971,1976,1971,1,16
Chuck Mencel,1933-04-21,89,Minnesota,USA,72.0,168.0,1,1955,1956,1955,2,12
John Mengelt,1949-10-16,72,Auburn,USA,74.0,195.0,9,1971,1980,1971,2,21
Ken Menke,1922-10-02,99,Illinois,USA,72.0,168.0,0,1949,1949,0,0,0
Pops Mensah-Bonsu,1983-09-07,38,George Washington,USA,81.0,235.0,3,2006,2010,0,0,0
Ron Mercer,1976-05-18,46,Kentucky,USA,79.0,215.0,8,1997,2004,1997,1,6
Joe Meriweather,1953-10-26,68,Southern Illinois,USA,82.0,215.0,9,1975,1984,1975,1,11
Porter Meriwether,1940-03-16,82,Tennessee State,USA,74.0,180.0,0,1962,1962,1962,3,21
Tom Meschery,1938-10-26,83,St. Mary's (CA),USA,78.0,215.0,9,1961,1970,1961,1,7
Chimezie Metu,1997-03-22,25,USC,USA,81.0,225.0,2,2018,2020,2018,2,49
Loren Meyer,1972-12-30,49,Iowa State,USA,82.0,260.0,2,1995,1998,1995,1,24
Dave Meyers,1953-04-21,69,UCLA,USA,81.0,215.0,3,1975,1979,1975,1,2
Stan Miasek,1924-08-08,97,No School,USA,77.0,210.0,5,1946,1952,0,0,0
Larry Micheaux,1960-03-24,62,Houston,USA,81.0,220.0,1,1983,1984,1983,2,29
Jordan Mickey,1994-07-09,27,Louisiana State,USA,80.0,235.0,3,2015,2017,2015,2,33
Khris Middleton,1991-08-12,30,Texas A&M,USA,79.0,222.0,8,2012,2020,2012,2,39
Zigmund Mihalik,1916-09-22,105,Ford City HS (PA),USA,72.0,180.0,0,1946,1946,0,0,0
Chris Mihm,1979-07-16,42,Texas,USA,84.0,265.0,8,2000,2008,2000,1,7
Ed Mikan,1925-10-20,96,DePaul,USA,80.0,230.0,5,1948,1953,1948,1,5
George Mikan,1924-06-18,97,DePaul,USA,82.0,245.0,6,1948,1955,0,0,0
Larry Mikan,1948-04-08,74,Minnesota,USA,79.0,210.0,0,1970,1970,1970,4,64
Al Miksis,1928-02-02,94,Western Illinois,USA,79.0,210.0,0,1949,1949,0,0,0
Aaron Miles,1983-04-13,39,Kansas,USA,73.0,190.0,1,2005,2005,0,0,0
CJ Miles,1987-03-18,35,No College,USA,78.0,220.0,14,2005,2019,2005,2,34
Darius Miles,1981-10-09,40,East St. Louis HS (IL),USA,81.0,235.0,7,2000,2008,2000,1,3
Eddie Miles,1940-07-05,81,Seattle,USA,76.0,195.0,8,1963,1971,1963,1,4
Marko Milic,1977-05-05,45,Union Olimpija,Slovenia,78.0,235.0,1,1997,1998,1997,2,33
Darko Milicic,1985-06-20,36,Hemoform,Serbia,84.0,275.0,9,2003,2012,2003,1,2
Nat Militzok,1923-05-03,99,Cornell,USA,75.0,195.0,0,1946,1946,0,0,0
Andre Miller,1976-03-19,46,Utah,USA,75.0,200.0,17,1999,2015,1999,1,8
Anthony Miller,1971-10-22,50,Michigan State,USA,81.0,255.0,7,1994,2004,1994,2,39
Bill Miller,1924-11-24,97,North Carolina,USA,75.0,190.0,0,1948,1948,0,0,0
Bob Miller,1956-07-09,65,Cincinnati,USA,82.0,230.0,0,1983,1983,1978,4,85
Brad Miller,1976-04-12,46,Purdue,USA,84.0,261.0,14,1998,2011,0,0,0
Darius Miller,1990-03-21,32,Kentucky,USA,78.0,225.0,5,2012,2020,2012,2,46
Dick Miller,1958-04-26,64,Toledo,USA,78.0,215.0,0,1980,1980,1980,2,40
Harry Miller,1923-07-28,98,North Carolina,USA,76.0,230.0,0,1946,1946,0,0,0
Jay Miller,1943-07-19,78,Notre Dame,USA,77.0,205.0,1,1967,1968,0,0,0
Malcolm Miller,1993-03-06,29,Holy Cross,USA,79.0,210.0,3,2017,2019,0,0,0
Mike Miller,1980-02-19,42,Florida,USA,80.0,218.0,17,2000,2016,2000,1,5
Oliver Miller,1970-04-06,52,Arkansas,USA,81.0,315.0,9,1992,2003,1992,1,22
Quincy Miller,1992-11-18,29,Baylor,USA,81.0,210.0,3,2012,2014,2012,2,38
Reggie Miller,1965-08-24,56,UCLA,USA,79.0,195.0,18,1987,2004,1987,1,11
Walt Miller,1915-07-30,106,Duquesne,USA,74.0,190.0,0,1946,1946,0,0,0
Chris Mills,1970-01-25,52,Arizona,USA,79.0,220.0,10,1993,2002,1993,1,22
John Mills,1919-09-07,102,Western Kentucky,USA,80.0,203.0,0,1946,1946,0,0,0
Patty Mills,1988-08-11,33,St.Mary's College of California,Australia,73.0,180.0,11,2009,2020,2009,2,55
Terry Mills,1967-12-21,54,Michigan,USA,78.07063365886896,211.14685155717208,10,1990,2000,1990,1,16
Elijah Millsap,1987-08-12,34,Alabama-Birmingham,USA,79.0,215.0,3,2014,2016,0,0,0
Paul Millsap,1985-02-10,37,Louisiana Tech,USA,79.0,257.0,14,2006,2020,2006,2,47
Shake Milton,1996-09-26,25,Southern Methodist,USA,77.0,205.0,2,2018,2020,2018,2,54
Harold Miner,1971-05-05,51,Southern California,USA,77.0,210.0,3,1992,1995,1992,1,12
Dirk Minniefield,1961-01-17,61,Kentucky,USA,75.0,180.0,2,1985,1987,1983,2,33
Dave Minor,1922-02-23,100,UCLA,USA,74.0,185.0,1,1951,1952,0,0,0
Greg Minor,1971-09-08,50,Louisville,USA,78.0,210.0,4,1994,1998,1994,1,25
Mark Minor,1950-05-14,72,Ohio State,USA,78.0,215.0,0,1972,1972,1972,11,165
Nikola Mirotic,1991-02-11,31,Real Madrid,Montenegro,82.0,250.0,5,2014,2018,2011,1,23
Jason Miskiri,1975-08-19,46,George Mason,USA,74.0,185.0,1,1999,1999,0,0,0
Donovan Mitchell,1996-09-07,25,Louisville,USA,73.0,215.0,3,2017,2020,2017,1,13
Mike Mitchell,1956-01-01,66,Auburn,USA,79.0,215.0,9,1978,1987,1978,1,15
Sam Mitchell,1963-09-02,58,Mercer,USA,79.0,215.0,12,1989,2001,1985,3,54
Todd Mitchell,1966-07-26,55,Purdue,USA,79.0,205.0,0,1988,1988,1988,2,43
Tony Mitchell,1989-08-07,32,Alabama,USA,78.0,216.0,1,2013,2013,0,0,0
Tony Mitchell,1992-04-07,30,North Texas,USA,78.07063365886896,211.14685155717208,2,2013,2016,2013,2,37
Naz Mitrou-Long,1993-08-03,28,Iowa State,Canada,75.0,218.0,3,2017,2019,0,0,0
Steve Mix,1947-12-30,74,Toledo,USA,79.0,215.0,12,1969,1982,1969,5,61
Cuttino Mobley,1975-09-01,46,Rhode Island,USA,76.0,215.0,11,1998,2008,1998,2,41
Eric Mobley,1970-02-01,52,Pittsburgh,USA,83.0,235.0,2,1994,1996,1994,1,18
Larry Moffett,1954-11-05,67,UNLV,USA,80.0,210.0,0,1977,1977,1977,2,34
Leo Mogus,1921-04-13,101,Youngstown State,USA,76.0,190.0,3,1946,1950,0,0,0
Nazr Mohammed,1977-09-05,44,Kentucky,USA,82.0,250.0,18,1998,2015,1998,1,29
Jerome Moiso,1978-06-15,43,UCLA,France,82.0,260.0,4,2000,2004,2000,1,11
Paul Mokeski,1957-01-03,65,Kansas,USA,84.0,250.0,11,1979,1990,1979,2,42
Adam Mokoka,1998-07-18,23,Mega Basket,France,76.0,190.0,1,2019,2020,0,0,0
Jack Molinas,1931-10-01,90,Columbia,USA,78.0,200.0,0,1953,1953,1953,1,3
Wayne Molis,1943-04-17,79,Lewis,USA,80.0,230.0,0,1966,1966,1965,10,75
Sidney Moncrief,1957-09-21,64,Arkansas,USA,76.0,180.0,10,1979,1990,1979,1,5
Eric Money,1955-02-06,67,Arizona,USA,72.0,170.0,5,1974,1979,1974,2,33
Sergei Monia,1983-04-15,39,CSKA Moscow,Russia,80.0,220.0,0,2005,2005,2004,1,23
Malik Monk,1998-02-04,24,Kentucky,USA,75.0,200.0,3,2017,2020,2017,1,11
Earl Monroe,1944-11-21,77,Winston-Salem State,USA,75.0,185.0,12,1967,1979,1967,1,2
Greg Monroe,1990-06-04,31,Georgetown,USA,83.0,265.0,9,2010,2018,2010,1,7
Rodney Monroe,1968-04-16,54,North Carolina State,USA,75.0,185.0,0,1991,1991,1991,2,30
Luis Montero,1993-04-06,29,Westchester C.C.,Dominican Republic,79.0,200.0,1,2015,2017,0,0,0
Howie Montgomery,1940-08-22,81,Texas-Pan American,USA,76.0,220.0,0,1962,1962,1962,7,59
Eric Montross,1971-09-23,50,North Carolina,USA,84.0,270.0,8,1994,2002,1994,1,9
Jamario Moon,1980-06-13,41,Meridian CC,USA,80.0,205.0,5,2007,2011,0,0,0
Jim Mooney,1930-07-08,91,Villanova,USA,77.0,215.0,0,1952,1952,0,0,0
Matt Mooney,1997-02-07,25,Texas Tech,USA,74.0,199.0,1,2019,2019,0,0,0
Andre Moore,1964-07-02,57,Loyola-Chicago,USA,81.0,215.0,0,1987,1987,1987,2,31
Ben Moore,1995-05-13,27,Southern Methodist,USA,80.0,220.0,1,2017,2018,0,0,0
E'Twaun Moore,1989-02-25,33,Purdue,USA,75.0,191.0,9,2011,2020,2011,2,55
Jackie Moore,1932-09-24,89,La Salle,USA,77.0,180.0,2,1954,1956,0,0,0
Johnny Moore,1958-03-03,64,Texas,USA,73.0,175.0,8,1980,1989,1979,2,43
Lowes Moore,1957-05-05,65,West Virginia,USA,73.0,170.0,2,1980,1982,1980,3,52
Mikki Moore,1975-11-04,46,Nebraska,USA,84.0,225.0,13,1998,2011,0,0,0
Otto Moore,1946-08-27,75,Texas-Pan American,USA,83.0,205.0,8,1968,1976,1968,1,6
Ron Moore,1962-01-16,60,West Virginia State,USA,84.0,260.0,0,1987,1987,1987,2,25
Tracy Moore,1965-12-28,56,Tulsa,USA,76.0,200.0,4,1991,1996,0,0,0
Ja Morant,1999-08-10,22,Murray State,USA,75.0,174.0,1,2019,2020,2019,1,2
Eric Moreland,1991-12-24,30,Oregon State,USA,82.0,238.0,4,2014,2018,0,0,0
Jackie Moreland,1938-03-11,84,Louisiana Tech,USA,79.0,215.0,4,1960,1964,1960,1,4
Guy Morgan,1960-08-23,61,Wake Forest,USA,80.0,205.0,0,1982,1982,1982,2,40
Juwan Morgan,1997-04-17,25,Indiana,USA,79.0,232.0,1,2019,2020,0,0,0
Rex Morgan,1948-10-27,73,Jacksonville,USA,77.0,190.0,1,1970,1971,1970,2,21
Elmo Morgenthaler,1922-08-03,99,New Mexico Tech,USA,81.0,230.0,1,1946,1948,0,0,0
Darren Morningstar,1969-04-22,53,Pittsburgh,USA,82.0,235.0,0,1993,1993,1992,2,47
Chris Morris,1966-01-20,56,Auburn,USA,80.0,228.0,10,1988,1998,1988,1,4
Darius Morris,1991-01-03,31,Michigan,USA,76.0,195.0,4,2011,2014,2011,2,41
Isaiah Morris,1969-04-02,53,Arkansas,USA,80.0,229.0,0,1992,1992,1992,2,37
Jaylen Morris,1995-09-19,26,Molloy,USA,77.0,185.0,1,2017,2018,0,0,0
Markieff Morris,1989-09-02,32,Kansas,USA,81.0,245.0,9,2011,2020,2011,1,13
Max Morris,1925-03-14,97,Northwestern,USA,74.0,195.0,0,1949,1949,0,0,0
Monte Morris,1995-06-27,26,Iowa State,USA,74.0,183.0,3,2017,2020,2017,2,51
Randolph Morris,1986-01-02,36,Kentucky,USA,83.0,275.0,4,2006,2009,0,0,0
Terence Morris,1979-01-11,43,Maryland,USA,78.07063365886896,211.14685155717208,3,2001,2008,2001,2,33
Marcus Morris Sr.,1989-09-02,32,Kansas,USA,80.0,218.0,9,2011,2020,2011,1,14
Adam Morrison,1984-07-19,37,Gonzaga,USA,80.0,205.0,3,2006,2009,2006,1,3
Dwight Morrison,1932-04-26,90,Idaho,USA,80.0,220.0,2,1954,1957,1954,2,14
Mike Morrison,1967-08-16,54,Loyola-Maryland,USA,76.0,195.0,0,1989,1989,1989,2,51
Anthony Morrow,1985-09-27,36,Georgia Tech,USA,77.0,210.0,9,2008,2016,0,0,0
Dwayne Morton,1971-08-10,50,Louisville,USA,79.0,195.0,0,1994,1994,1994,2,45
John Morton,1967-05-18,55,Seton Hall,USA,75.0,180.0,2,1989,1991,1989,1,25
Richard Morton,1966-02-02,56,California State-Fullerton,USA,75.0,190.0,0,1988,1988,0,0,0
Glenn Mosley,1955-12-26,66,Seton Hall,USA,80.0,195.0,1,1977,1978,1977,1,20
Perry Moss,1958-11-11,63,Northeastern,USA,74.0,185.0,1,1985,1986,1982,3,69
Lawrence Moten,1972-03-25,50,Syracuse,USA,77.0,185.0,2,1995,1997,1995,2,36
Donatas Motiejunas,1990-09-20,31,Lithuania,Lithuania,84.0,220.0,6,2012,2018,2011,1,20
Johnathan Motley,1995-05-04,27,Baylor,USA,80.0,230.0,3,2017,2019,0,0,0
Hanno Mottola,1976-09-09,45,Utah,Finland,83.0,247.0,1,2000,2001,2000,2,40
Arnett Moultrie,1990-11-18,31,Mississippi State,USA,82.0,240.0,1,2012,2013,2012,1,27
Alonzo Mourning,1970-02-08,52,Georgetown,USA,82.0,261.0,15,1992,2007,1992,1,2
Timofey Mozgov,1986-07-16,35, ,Russia,85.0,275.0,9,2010,2018,0,0,0
Emmanuel Mudiay,1996-03-05,26,Guangdong,DRC,75.0,200.0,5,2015,2019,2015,1,7
Erwin Mueller,1944-03-12,78,San Francisco,USA,80.0,230.0,6,1966,1972,1966,2,20
Shabazz Muhammad,1992-11-13,29,UCLA,USA,78.0,221.0,5,2013,2017,2013,1,14
Bob Mullens,1922-11-01,99,Fordham,USA,73.0,175.0,0,1946,1946,0,0,0
Byron Mullens,1989-02-14,33,Ohio State,USA,84.0,275.0,4,2009,2013,2009,1,24
Chris Mullin,1963-07-30,58,St. John's,USA,78.07063365886896,211.14685155717208,15,1985,2000,1985,1,7
Jeff Mullins,1942-03-18,80,Duke,USA,76.0,190.0,11,1964,1975,1964,1,5
